Location,Country,Category,Visitors,Rating,Revenue,Accommodation_Available
ncufcTSFsV,Brazil,Beach,395915,2.38,419474.13,No
XNgXFTnGRN,France,Nature,286891,4.91,330959.49,Yes
SwytsehQAq,China,Beach,883845,2.21,646743.51,No
omHCCcNqKw,China,Urban,598712,2.77,326569.49,No
wYxuouFaKB,USA,Adventure,366572,2.71,15196.59,No
hdXtdMyuBF,China,Adventure,653065,1.49,149523.13,Yes
vWzBSLbAuh,France,Historical,403174,4.8,241318.07,No
mFZPHwvAUQ,Egypt,Cultural,798830,2.6,544848.38,No
MCdAeIIoCq,Egypt,Cultural,10838,1.77,910900.64,Yes
wtUJiQVaAj,Australia,Urban,691897,3.74,165998.42,Yes
dbkUBjPcMi,USA,Cultural,267387,3.65,822815.0,No
mULOFeRiqK,France,Adventure,689315,2.82,398562.83,Yes
iIwmRLdFEu,Egypt,Adventure,55314,4.45,857478.88,No
xHgLqzTtVu,France,Urban,130705,2.48,811729.04,Yes
rGsVnjJSON,Brazil,Urban,500916,2.23,967438.59,Yes
qCqjLKzdUl,Australia,Cultural,42095,4.72,376987.42,No
bfRcZuFKNz,Brazil,Beach,842749,3.18,494891.12,No
yUhuRcQFQJ,Australia,Adventure,297840,1.69,570242.35,No
ozSZobslIm,Egypt,Nature,249114,4.04,681181.69,No
nJMqYzqNQb,USA,Beach,420573,3.57,687467.36,Yes
lgDuulzsRp,China,Adventure,203821,3.23,747430.19,Yes
pCwDrEFTjz,Australia,Cultural,54410,1.3,164599.13,No
ntbraUJFBn,Australia,Urban,71609,2.09,952319.2,Yes
RyZXbBeWxD,USA,Urban,972672,2.87,693761.42,Yes
nlQNcUEyqs,Egypt,Historical,577353,4.14,499573.07,No
FHHzRvErRJ,France,Cultural,573977,3.13,38537.02,Yes
BulVsuBlLp,France,Cultural,936742,1.43,593712.27,No
fCcBMYhtHt,Egypt,Cultural,781033,2.08,120335.48,Yes
dOzpgJsrsH,USA,Beach,991595,1.26,220637.07,No
TeYzbiXuAR,India,Historical,221705,2.65,600243.35,No
WNwxudhHvl,Australia,Nature,794097,3.28,668391.24,Yes
FWycxCXfqb,India,Beach,187436,3.77,150703.86,Yes
NbniZeTnxw,Brazil,Nature,508404,2.32,373575.92,No
YXivOdmiin,USA,Nature,371629,1.24,482808.45,No
pGmNzMxhtq,Australia,Cultural,502621,3.96,652835.17,No
fOJAjNLOcs,Australia,Historical,524111,1.26,610612.52,No
NLcOOjREZS,Egypt,Urban,760902,2.64,228839.97,Yes
QmtMZiQMJg,India,Nature,559565,1.49,44132.19,No
kRuLkVvfZb,Brazil,Urban,922508,1.66,458104.22,Yes
SJzTWdnfKO,Australia,Urban,269165,1.96,377882.17,Yes
pTYKcyXNkO,India,Nature,631524,1.57,891482.19,No
dGRxyiiDdp,Egypt,Nature,313747,3.75,400318.15,Yes
UktgielilZ,India,Adventure,328506,4.51,822209.52,No
lMjSZyfHkF,India,Adventure,273573,1.59,417452.6,Yes
SgXKsKorIU,Brazil,Nature,622915,4.82,873546.27,Yes
UxoOoKbJMs,India,Beach,89862,1.43,77860.4,Yes
clDoDLLrCI,Egypt,Adventure,664855,1.26,385376.36,Yes
vULSHVntBa,China,Adventure,479617,4.3,262271.71,No
PxzdXizjvB,Egypt,Cultural,292135,4.56,8755.67,No
gNzBhCyuKE,India,Urban,377601,2.05,907814.09,No
eqPxCQsGye,India,Historical,595512,1.23,492371.73,No
loiGbsDEEb,Egypt,Cultural,100172,2.75,798710.66,Yes
aFpRaBpfrd,Brazil,Historical,356822,2.57,245443.75,No
ZBozscuiXF,China,Historical,644192,1.06,628978.22,No
hdsjjaFwtt,India,Cultural,274077,1.26,746744.28,No
gsPkeHMgzj,USA,Adventure,476407,1.08,885674.26,Yes
BNkgnnRJcj,USA,Nature,540016,1.56,241029.5,Yes
zJCObzorne,Australia,Beach,525217,2.53,856946.92,Yes
pnRxKeqAha,Australia,Urban,634457,2.0,532118.43,Yes
klZGqThRUY,France,Urban,695606,2.43,185227.73,No
vREBEfOBdq,Australia,Beach,746077,1.66,780387.63,No
yhsLjHaLCQ,Brazil,Historical,59834,1.67,87783.94,No
spTXHHriqC,India,Adventure,121964,4.07,386075.06,No
TIxrpTkfac,USA,Urban,271025,3.46,272476.71,Yes
ncnzFfvwmA,France,Urban,302201,1.74,665763.95,Yes
TsvoTOsiKe,Brazil,Cultural,850704,2.41,113375.47,No
IOdCskMhcR,France,Nature,421019,3.53,754344.1,Yes
qkrvqejclz,India,Nature,923044,2.61,377115.5,Yes
DEcAHoruiG,Australia,Urban,179955,1.48,71978.79,Yes
uqNIfDSbnm,Australia,Urban,237155,4.7,235423.5,Yes
BndOAFwWyb,USA,Urban,655044,3.29,170762.16,Yes
HWseHnCNwn,Egypt,Historical,905014,2.55,293644.5,No
uNxzbEtjwF,Australia,Nature,21339,2.74,164129.19,Yes
MqntRykkFm,India,Urban,715076,4.96,276663.9,No
FefAIitKMs,Brazil,Beach,329970,2.78,924088.04,No
aatdzWFiOr,Brazil,Urban,437728,4.51,429456.34,No
RpgGKpkFyl,India,Urban,504967,3.7,383738.1,No
kVlXUZJvWI,France,Historical,941490,3.66,431882.82,No
OjCcgmshhR,USA,Nature,842343,3.12,565020.43,Yes
crpGpXwAxD,Brazil,Cultural,62070,4.4,717299.05,Yes
qkwbcJXrWn,France,Adventure,529874,1.13,143372.24,Yes
fzXGpzwtMv,China,Historical,304677,1.89,2284.16,No
KSVZqwKlvR,Egypt,Cultural,31477,1.63,964291.58,Yes
iBYONdYmjC,Egypt,Urban,737033,3.83,459419.54,Yes
CzqxxIxpdL,China,Adventure,989311,3.12,550166.77,No
VlvSvgrlOu,Egypt,Cultural,317010,2.97,640379.61,No
mImEYktJyu,France,Historical,376591,2.63,719051.92,No
PtbGwwGbkD,India,Beach,662343,3.74,765748.77,Yes
XigpkoqAtZ,Brazil,Urban,640357,3.79,593209.16,Yes
tVmsiCtNkp,Australia,Cultural,924032,1.14,101812.3,No
AbRkNAYASZ,Brazil,Urban,868130,4.22,12720.26,Yes
oTQQFjpqIB,Brazil,Historical,976378,2.14,916967.45,No
HjpgJXpseD,China,Historical,918379,4.53,441789.66,Yes
pzguPtVFYa,Australia,Historical,189000,1.5,229433.67,Yes
HFJUOdmoyA,China,Nature,818330,4.55,602688.98,Yes
bANVmYnRqu,India,Urban,465811,3.17,483784.38,No
oCdCpBlmFl,Australia,Adventure,79526,4.62,75340.61,No
ffmTtEMXtz,France,Beach,104769,4.11,25718.67,Yes
QVaJMwQrAo,Egypt,Adventure,704737,4.65,498765.9,No
GNqtSxaPCq,France,Historical,934701,2.4,90020.28,No
wleYmuxcui,Brazil,Adventure,642471,2.02,936523.04,No
TqXlkbccuD,China,Urban,947270,3.82,574469.51,Yes
TolXKkCdaK,Brazil,Beach,710999,4.02,15173.77,Yes
yOdKaWZHXW,Egypt,Beach,390677,1.49,417377.18,No
tDJWlLrIoU,India,Cultural,388599,1.14,608745.01,No
BsPFYjskib,Australia,Nature,309798,2.79,289819.57,No
kufGNucXPL,China,Nature,643435,1.53,82322.54,No
FqYdCKMWgN,India,Adventure,215659,3.71,677067.17,No
hGJqabKFUm,France,Beach,260943,3.71,531682.16,Yes
ZHIbVnxXsl,Egypt,Nature,395621,1.6,485895.96,Yes
zxhANDPGeq,France,Nature,464793,2.54,413009.04,Yes
ZAvQMbCSTW,France,Beach,45116,2.84,305716.33,No
jqNCicDCZx,China,Cultural,478900,4.83,516956.26,No
ybeRbiXvBi,USA,Adventure,64525,5.0,175023.97,Yes
kYLpvdWdxz,India,Beach,467210,3.96,29475.61,Yes
LnmkHAIVLm,Brazil,Cultural,128466,3.15,458154.79,Yes
BFqnuoUNOK,India,Beach,709912,4.9,759619.35,Yes
zgsiyDfQFq,USA,Historical,804802,4.63,411886.21,Yes
tkRpdztXja,USA,Beach,227664,4.76,438095.24,No
ePpkYjwjnU,France,Historical,579037,4.87,927589.08,No
qWZkBRNwWL,France,Urban,635931,2.78,698224.65,Yes
dwEVIwAVaO,France,Historical,744234,2.9,629395.72,No
nwaTyLQNUN,Australia,Historical,674229,4.28,85128.71,No
IgVEFJKrPQ,France,Adventure,710959,1.82,611781.4,No
KAoHqjMFHZ,USA,Adventure,886359,3.59,697522.59,No
fIfuimqUgM,USA,Urban,648396,1.02,517146.86,Yes
HNCrzEeGre,China,Beach,945660,4.62,260738.04,No
GBICiIPzwg,India,Urban,35841,1.1,449165.82,No
aRboTzFxBL,Brazil,Cultural,54283,4.02,587008.67,Yes
iFpQILcMrJ,China,Historical,249823,3.32,856487.16,Yes
vpsGfBjbjF,Australia,Adventure,634816,4.03,554969.59,No
UCOCNbUgvF,Australia,Adventure,65004,1.84,905783.11,Yes
AnSOeTHGwp,China,Historical,101347,3.8,259474.01,No
dFFLFwhwXV,France,Historical,240815,3.4,385517.23,No
nCTbIcFaMG,France,Historical,268308,4.8,515018.07,Yes
KXeQxkvMTy,China,Beach,644450,4.04,603842.61,No
yXUFwAoqhz,France,Urban,135450,1.96,324590.31,Yes
yPrvtvaste,Egypt,Beach,283978,1.6,60355.63,Yes
XxAREgsebY,USA,Cultural,235547,2.11,972994.61,Yes
HYHYEIdOic,Egypt,Urban,843933,3.91,373628.06,Yes
JWqBMVDBme,Brazil,Beach,138981,4.03,109513.31,No
sYuWmJglSK,Australia,Beach,401188,4.17,514444.22,No
fsXOsDpVbp,China,Nature,647476,1.87,198331.86,No
xvamzAzEMU,India,Historical,635839,4.16,669527.84,Yes
IRwCZAzKBb,Brazil,Nature,729750,4.36,93346.03,No
BcHdUCjcgS,Egypt,Historical,750191,2.75,777765.76,Yes
jkaGEnOHsm,Australia,Adventure,468594,2.27,640376.56,Yes
BENEvvoFCH,China,Urban,674996,1.49,356267.17,No
qDgEbWkcWH,Egypt,Cultural,19074,3.99,894713.72,Yes
QnqTfeQpig,Egypt,Beach,900329,2.86,328346.4,No
oCnpzeqRYJ,Egypt,Nature,28446,1.62,452649.35,Yes
IebAsPyiRj,Egypt,Urban,61366,4.66,748712.36,Yes
yhRDusenBb,Brazil,Adventure,299503,4.8,680619.25,Yes
sjwOxzaScp,USA,Nature,137395,1.71,474330.23,Yes
BmLLjdPwSl,France,Cultural,715420,4.76,192629.48,No
qCAHOPWLqo,India,Nature,268735,1.41,48634.52,Yes
hZiulzFMfP,France,Adventure,742296,4.56,782513.25,Yes
CqjsGNuAAK,China,Urban,454736,4.9,61449.98,Yes
WwuBaRkcjb,Egypt,Beach,315321,2.98,347822.63,Yes
MYQfnBgWAN,Australia,Nature,681019,2.42,526847.14,No
WVdihEaZUR,France,Beach,635223,1.35,657165.44,No
OMVBBxkWjR,Australia,Cultural,38907,4.36,956915.94,Yes
dlCAolUBTn,China,Urban,510351,1.04,868241.85,Yes
IqQNJHndOq,USA,Historical,801466,1.42,64626.63,Yes
sXmQcMVKOu,Egypt,Beach,829456,1.84,691951.53,No
EvscBytpWq,France,Nature,881753,3.66,54361.23,No
eQSvYjeplL,India,Urban,617020,1.34,299499.36,Yes
xEtADlUwIy,France,Historical,518756,2.41,790846.18,Yes
oXfwwwTRlp,Australia,Nature,83308,1.17,281677.37,Yes
FDkfhPajmy,China,Nature,132189,1.51,553123.49,No
SqijDBfJhJ,India,Adventure,772870,4.42,167186.43,No
llNplbsNzk,Australia,Cultural,294538,5.0,646748.16,No
iYZWsrQDzY,USA,Historical,828514,1.81,249711.72,Yes
dFlwdgQksB,China,Nature,124757,1.01,405061.04,No
kMYlGVEcRI,USA,Urban,426407,4.29,45646.21,Yes
tFdvjhKhQN,Australia,Historical,594428,3.19,346523.43,No
DfuknvTlBy,India,Adventure,289192,2.03,732033.08,Yes
jOysXeocoP,France,Adventure,478337,1.84,939267.11,No
TXLtizYQNb,USA,Adventure,899083,1.08,483562.47,No
NQFiFxDtmu,Australia,Historical,39401,4.63,654092.93,No
TPErJLRPhy,China,Urban,4069,3.5,980621.66,No
ffVzrqcfmP,Egypt,Nature,654274,1.27,352070.69,Yes
BTPJaOtvav,India,Nature,510922,3.45,69910.48,Yes
cwrzUxSiyQ,Brazil,Adventure,925494,2.01,541968.92,Yes
CWtrIVBaCP,France,Urban,341402,4.48,589292.69,No
pnTdPBGTjg,Egypt,Nature,38845,3.02,956491.45,Yes
BknYJpNwAy,USA,Beach,842983,1.77,857315.12,No
KkMITtzEuZ,China,Urban,511175,4.39,741819.78,No
AZyaASWMvV,USA,Historical,717561,4.9,405124.61,No
YFnhzSDMYb,China,Urban,914904,2.65,378859.6,No
FfugeUesJr,France,Cultural,964638,1.95,551898.63,No
QANhKIaroF,India,Urban,398547,4.23,317264.71,No
KyrjapbyVp,France,Beach,385685,2.48,823263.22,No
ECWxwZmCav,India,Cultural,850674,1.45,189909.74,Yes
UUjIqeunGf,China,Historical,578839,2.04,602041.12,No
cCBufooUCb,Brazil,Beach,562912,2.55,15701.97,Yes
wPyvWoRBAD,France,Nature,30700,1.56,205273.03,No
nePhvQtAIh,Australia,Adventure,593198,1.15,565806.87,Yes
ionWhHcVNb,India,Historical,196245,1.77,229917.47,Yes
WIJQIEKAKd,Australia,Nature,788555,1.43,824030.0,No
hxuTMkhTor,Egypt,Cultural,63198,4.23,142693.76,Yes
jugrRqeZPH,France,Nature,335507,4.85,94979.59,No
SVIujhyTbQ,Australia,Cultural,141867,2.21,768887.84,No
vluhUAIvyG,Egypt,Urban,752547,2.79,348696.59,No
cDujYkPcYh,Egypt,Cultural,189360,4.38,539737.12,Yes
sznlxkPwcF,USA,Urban,552213,2.84,175174.21,No
ZJhTImgvWk,Brazil,Urban,959961,3.99,504388.51,Yes
aUewxRJMGL,Egypt,Cultural,618122,1.34,16201.5,Yes
VVWrtFsvnm,India,Adventure,241396,1.74,414865.72,No
NUePruLMhh,Egypt,Nature,958142,3.31,647098.65,Yes
zSWtyBqUzF,France,Adventure,245271,3.43,104320.96,Yes
JmVoXDIQRe,Australia,Historical,181022,2.73,903001.33,Yes
xcRowRNXDC,Brazil,Adventure,291979,1.09,462056.23,Yes
YewwiHrRsR,USA,Adventure,239152,1.78,74929.14,No
QuphRkvvnQ,France,Adventure,142944,3.72,23509.65,No
JqKEDkeLtB,India,Adventure,979614,3.45,596999.74,No
UmEusPRkSg,India,Historical,956570,1.64,783250.62,No
xEaZYGnvLJ,USA,Nature,714488,2.85,738788.8,No
hiZzNTkvAM,France,Nature,388614,2.95,24017.16,No
DiQVSWQcKM,Australia,Cultural,164889,3.12,626640.3,Yes
PRioPuDrsn,India,Cultural,351518,2.0,258716.56,Yes
uDcSkOMqiv,China,Cultural,246677,1.89,738157.02,Yes
yBaGsWZLmt,USA,Nature,73024,3.05,208131.57,Yes
ymtCPLqgDV,France,Cultural,706139,4.9,784896.32,No
NRiQcdlyFN,China,Cultural,159548,2.04,358367.34,Yes
sPFbMKXHzU,Brazil,Beach,305342,4.54,506417.7,Yes
IGXwEZgpQo,Australia,Historical,369071,3.74,99794.87,No
HOWUPhTUHZ,USA,Historical,489256,3.55,791564.66,Yes
hqbEHpcplU,Egypt,Cultural,893721,2.37,721643.58,No
oSXVIqnKgS,USA,Cultural,533693,3.31,649895.49,No
kqOyaXuutn,Brazil,Urban,694668,3.84,425100.59,Yes
uFxNTwxZPE,France,Historical,491934,2.96,563583.29,Yes
kjWjBULmXq,Brazil,Cultural,744773,3.25,604356.87,No
ZUoiOAgFyz,China,Adventure,834543,2.32,681018.14,No
bxWyuYABzf,China,Historical,989571,2.75,838962.62,Yes
QbiIPsNIGU,China,Nature,624560,2.78,570694.67,Yes
myPXiqjcUI,Egypt,Historical,652720,4.9,175929.2,Yes
doxbWRpDTE,China,Nature,590503,4.28,313943.88,No
bkzWLoKUqZ,USA,Beach,459783,2.56,151812.29,No
HCLZyVhbSn,Australia,Historical,774585,4.08,171575.09,Yes
kcdkMpluuK,China,Cultural,957624,4.82,811696.28,No
cQUjRvscyH,China,Historical,891063,2.42,544957.53,Yes
bQBBaHWPmJ,India,Urban,915757,2.47,925862.22,No
UUMGlSPfSM,USA,Adventure,294941,3.44,995194.75,No
NOgbqxhgWu,Brazil,Nature,413109,3.3,525579.19,Yes
qevWqNnTor,Brazil,Cultural,275655,2.65,259158.06,Yes
jfiPiqZldw,France,Cultural,618065,1.34,308243.22,No
UxgAubZRud,India,Beach,222826,2.25,653705.74,Yes
dBWMDTixaN,France,Urban,49780,3.68,586142.35,Yes
ucVEwIsIOX,India,Nature,390826,4.87,770629.2,Yes
oVKjaFOVVW,China,Urban,35202,1.69,55413.26,Yes
vdIxQCMMzv,USA,Urban,421871,3.3,613568.66,No
nPXIHiLTep,India,Historical,930818,1.54,379394.01,Yes
SKmVZjEKIn,France,Cultural,375161,1.71,868030.86,Yes
cMkhoYWKWk,USA,Nature,669344,1.06,74259.33,Yes
ieAVnFJrKz,India,Cultural,63632,3.87,401911.22,No
zestsBLbyL,Egypt,Adventure,335750,3.37,240682.36,No
aoqpNFJjNH,Egypt,Historical,806608,4.24,51791.81,Yes
NJovFdUWSH,France,Adventure,363491,1.31,727200.17,Yes
GLdqScYvpP,Australia,Beach,592562,2.64,341860.42,No
psmbsYWgro,India,Beach,599498,1.49,982786.07,Yes
GUeVnjJLDE,Brazil,Nature,316283,4.43,809620.27,Yes
PaBzWjfJGv,India,Nature,790571,2.97,528674.44,Yes
JGQEzKpHBN,France,Nature,923456,4.84,919587.93,Yes
sGjSETwCHI,Australia,Cultural,990708,3.43,125472.22,Yes
pBThAezrEH,China,Nature,555737,4.58,929573.19,No
siNbBkUAvl,USA,Beach,218497,3.56,949112.52,No
vJSTATMVvU,Australia,Urban,860306,3.12,216921.58,Yes
palPYzCSuT,China,Historical,794755,2.5,56493.73,Yes
wvAGFOLrFB,India,Nature,752292,3.21,139862.8,No
xtliFMdZgJ,Australia,Nature,768901,1.64,532742.89,No
pFtwkdyTgS,India,Historical,754130,3.65,398785.94,No
kplaPlTlaw,Australia,Cultural,706566,3.55,288686.45,No
aSyZMgfeGz,France,Beach,490651,1.01,499234.78,Yes
GjppjUonAJ,Brazil,Cultural,990036,1.34,610982.04,Yes
QbyUbfBUkk,Brazil,Urban,646768,3.66,676124.65,No
FfuwHEtnej,France,Urban,366427,2.74,275238.69,No
PTAbAzcYjD,Brazil,Historical,582427,3.66,66598.35,Yes
WUpiIRWoKu,Australia,Cultural,470893,4.46,742712.89,No
wuDxnHGthr,USA,Beach,428618,4.43,484869.42,Yes
BRRWEhAILU,Brazil,Nature,63793,2.05,2731.01,No
ypAWMUhKkb,China,Adventure,401203,1.94,770347.91,No
UYNHTrwoJk,India,Adventure,988828,4.49,449658.63,Yes
PgJiMoEttg,France,Urban,552020,2.3,342163.25,No
qaybgFtVBa,Australia,Historical,306140,1.45,49648.61,No
IBgnwdlztt,Egypt,Urban,58131,3.39,800184.56,Yes
tgGFgBmlfr,Australia,Beach,108445,4.49,644422.86,Yes
CUEHoXNRAX,Brazil,Nature,827083,1.79,857865.01,No
DtGIjSskCp,China,Cultural,438826,2.2,693133.2,Yes
oLPkJOebxI,India,Cultural,538728,3.63,63469.39,Yes
BwHpLzzIhF,China,Adventure,456878,2.19,934217.38,Yes
liStnhlBzA,France,Nature,210419,4.85,332897.73,Yes
bYFWtDiIIy,Brazil,Cultural,218773,4.77,844494.4,No
ksWrUlHRMB,USA,Nature,423440,1.9,128311.71,No
RXjjkxJPSN,India,Adventure,4131,1.76,583849.72,Yes
FgPLVyUuce,France,Beach,273609,4.68,275827.63,Yes
taueuKIssp,Brazil,Beach,214461,1.47,453816.19,Yes
MkWgilbBYg,Brazil,Urban,766567,1.14,357600.59,Yes
ioJzwgTHDz,Brazil,Beach,285562,1.71,494651.69,Yes
KSqutaorVZ,China,Nature,751371,1.9,614686.39,No
OdhhtqZQgw,France,Urban,919788,1.59,497037.82,No
tDLWvPJDAN,Egypt,Nature,304098,2.08,410150.38,No
nORupsOzJH,India,Adventure,283084,4.1,845650.85,Yes
LrxNPFTYBp,China,Adventure,923127,4.75,356085.65,Yes
oNPMhDwxtE,Brazil,Beach,236775,4.75,102745.65,No
XJSttdnBkM,France,Urban,323019,3.02,280521.41,Yes
ABQiNMXwIk,France,Nature,340289,1.93,356836.16,Yes
cLqoxSdUsq,Egypt,Historical,762333,2.51,498123.86,No
RxKSIXkRHB,Australia,Beach,341047,4.49,150663.66,Yes
pMfIfUfgPI,USA,Urban,79331,4.61,276649.06,No
vhpgTwsLoM,France,Cultural,83442,1.75,80579.64,No
eBLlOkBuhY,USA,Historical,656124,2.33,352953.95,No
fLFkVkFqYc,Australia,Nature,403458,1.92,654665.12,Yes
XcJGSNheZA,Australia,Beach,119207,3.7,248998.0,Yes
ZPMJmEPlkk,China,Adventure,324431,1.93,380789.18,No
zsepbhwGVf,India,Cultural,96596,1.53,972958.74,No
cBUuwNHWzX,China,Urban,271042,3.56,648608.21,Yes
aWCpaVLDxL,Australia,Historical,907915,1.08,932078.75,No
ehALBVTgXZ,China,Urban,43558,3.62,699382.64,Yes
ZmCqcWrerj,France,Beach,590596,3.67,308553.76,Yes
PXOZOdvQWp,Australia,Cultural,644860,4.72,443563.08,No
UJjAmvSlvM,USA,Adventure,625962,2.19,182987.53,No
ehgGxlJhHu,India,Adventure,941131,4.47,55392.58,No
HsSvDaYdDo,India,Historical,761387,4.58,28196.25,Yes
JmyOdMFTkj,USA,Urban,308512,2.64,577088.08,No
rHbJCtMxoC,France,Cultural,215220,4.51,349007.62,No
BrvNzAnfjY,Brazil,Beach,223477,3.89,881139.64,No
pCbFNrwhLH,India,Historical,564167,3.66,771223.94,No
qwWBnPXcoS,USA,Historical,272860,2.47,602643.24,Yes
KdRbDuGTKb,China,Nature,115138,3.89,509192.12,No
hYJQSSRcxf,Egypt,Adventure,987445,4.98,218142.5,No
gCwRrJshGY,China,Cultural,470179,1.64,900093.9,Yes
NOFiaXXHDH,Brazil,Urban,734191,2.63,630944.95,Yes
pdowXOPyzx,Australia,Adventure,946985,1.67,349884.01,No
VZTnyWDDNS,India,Adventure,639260,3.86,397995.91,No
pZfeozNGrI,USA,Cultural,425976,4.12,43235.78,Yes
RBUlSfRfOy,France,Cultural,38787,2.66,714042.73,No
iQsDOwmbsU,Egypt,Nature,439635,1.41,104756.14,No
PQpNrzoSyj,France,Cultural,633440,3.5,669966.27,Yes
xZLWOfajED,India,Nature,383630,4.55,869736.59,No
GrPsmEkRJW,USA,Urban,177684,1.94,133704.71,No
HcKIcccSOt,India,Adventure,412777,4.57,244175.18,No
kNjdJbJzIi,USA,Urban,40897,3.78,610162.44,Yes
RjblSkNlTB,Australia,Adventure,388059,1.79,26098.33,No
CbNODfcFqa,India,Historical,815413,3.45,196796.66,Yes
iBkIlKymwe,France,Historical,339298,2.28,421140.96,Yes
GOoFDufsDR,India,Cultural,814963,4.47,84634.82,No
beodDVGHvi,France,Historical,847379,2.48,556021.96,No
ogbVDCquCw,Brazil,Nature,721873,3.5,557621.07,Yes
UDJXZQJYrn,China,Historical,545792,4.95,215736.54,No
XpfmcNApWF,Egypt,Urban,385790,4.81,333558.86,Yes
UyKrJjgOpu,China,Cultural,950927,1.25,838351.86,Yes
lGMIlZigLq,India,Adventure,978537,2.03,5758.27,No
TgduPSmhlU,India,Adventure,301083,4.44,420297.18,Yes
IJWoadVIpq,Egypt,Historical,786143,1.49,268147.71,Yes
UQkwhGSUlw,China,Adventure,544591,1.51,893676.87,No
TVFvCthxHR,India,Nature,615649,2.6,67068.32,Yes
LhkmGOvTtu,Egypt,Adventure,715560,4.35,457431.14,No
uEbgzeaSFh,Australia,Nature,302205,4.61,989942.37,Yes
NQAQDrJzYl,China,Urban,96502,2.91,395805.28,Yes
PpOUUlJrDc,Brazil,Urban,251537,3.21,63027.15,No
ZcoEBAjROM,China,Adventure,412550,1.26,191100.03,No
VVquTtwuXK,China,Adventure,514348,2.14,734005.22,Yes
PlGLfgjlqc,Brazil,Beach,578293,3.97,798010.93,No
AsOomBbbKS,Australia,Beach,902044,2.94,675887.61,No
nuztXreSpU,Brazil,Nature,562863,3.87,461707.03,Yes
zdiOSxDrxH,France,Cultural,64089,2.6,457897.6,No
IToySqkOfh,Brazil,Urban,551582,3.05,488456.03,Yes
vTDONLZwzJ,Egypt,Cultural,456381,4.61,92115.11,No
HyirNBllRg,India,Beach,370082,2.29,448550.4,No
cNuVuWrIyG,India,Urban,126414,3.96,755153.99,Yes
DkwYhpFFgy,Egypt,Historical,828800,3.43,707695.35,No
ozYEYbKDoZ,India,Adventure,371222,1.02,675947.43,No
fBWZNPfref,Brazil,Nature,880482,2.95,421058.84,No
uTVkRSLuBs,Brazil,Urban,50608,2.45,578840.51,No
CqHYPTeakn,USA,Adventure,803638,1.01,25279.72,No
HFDHexVYRs,Egypt,Nature,555710,2.07,537733.89,Yes
QJYnqlBUdb,Egypt,Urban,549440,1.95,795213.56,No
JzOuZUlXuv,Egypt,Adventure,936889,4.58,409441.07,No
iyOMwdXsjm,France,Historical,632086,4.94,416852.18,Yes
TFWcTVEHpO,China,Historical,653676,4.36,572494.58,No
KOSDIJLiYV,Brazil,Historical,887024,4.27,814036.86,Yes
BSXFKvPLlY,Australia,Adventure,524809,1.71,96636.4,No
mmWchPBhHe,China,Historical,279568,4.78,46991.01,No
mQQjXCNrjg,Australia,Beach,826582,2.32,227386.49,No
rYrwbvIizR,India,Cultural,965748,4.2,525851.42,No
DEOBvrCxcm,India,Urban,277579,3.75,429117.58,No
dZoVEqlbBx,India,Urban,575500,3.71,574878.35,No
MyHHrSrSsR,India,Urban,972047,4.18,226557.52,Yes
tvyRGqLsWg,Brazil,Cultural,768703,4.33,172182.08,Yes
YtVRaeojEw,USA,Adventure,984992,4.19,371507.46,Yes
kCiVuzPnBs,China,Urban,759807,2.1,190819.1,No
gaPAQMqunZ,Australia,Beach,73949,3.72,81897.03,No
TuxdUxNySK,India,Adventure,116181,1.47,418904.33,No
fJALwWztPL,China,Adventure,705986,3.01,410053.13,No
PtDEiyttjq,India,Urban,550322,3.49,165376.72,Yes
HsClDhvUot,Brazil,Nature,205485,4.81,555825.32,Yes
gfLTEDHgdk,Brazil,Adventure,175725,2.67,120288.18,Yes
oQqSgwqiem,Australia,Cultural,40846,4.99,296738.61,Yes
sVEghAuSjA,USA,Nature,931690,1.38,8967.89,Yes
TSYNpGuerc,China,Historical,661942,1.07,828962.92,No
gmnHPDYEjI,Brazil,Historical,427945,1.37,303154.02,Yes
WuKBTAccuL,Egypt,Beach,854952,4.6,776431.16,No
eKqVunpUwT,Egypt,Beach,429085,3.47,836611.27,No
yRcjWkVopt,Australia,Cultural,754226,4.25,162816.04,Yes
VvlYxHcCEG,USA,Adventure,172067,4.11,868350.08,No
FsWkSHRuRg,Brazil,Beach,366935,2.12,375946.26,No
zzqsjdBSdg,Egypt,Historical,47589,1.24,119672.56,Yes
OdPcNFyVHf,France,Nature,28227,4.6,6359.01,No
RDkxWGEWvQ,Australia,Historical,983983,2.91,412404.26,No
klxqcwPzmg,China,Adventure,577809,2.65,302796.51,Yes
sUQxYrAeUq,USA,Adventure,63120,3.42,420813.92,No
OLkUHhXvza,Brazil,Adventure,316562,3.77,844741.62,Yes
pEpFuCokBM,China,Adventure,280238,2.52,37116.76,No
AedIFSzzGj,USA,Cultural,393339,4.77,370950.95,No
CMyAGYhxME,France,Urban,581785,3.73,201971.85,No
pehuTPvHNF,France,Cultural,309191,4.39,304316.0,Yes
yGVefJDHye,Egypt,Nature,784729,1.19,965914.62,Yes
gOuBkTycRr,USA,Historical,979173,1.47,772756.25,No
UeBDkMQlEI,Egypt,Urban,311948,3.69,514364.47,Yes
oInCbRFFIS,India,Urban,392653,3.84,124191.34,No
zsusFcsydG,India,Beach,321105,4.82,863736.4,Yes
cGlRSVJjnS,Brazil,Beach,306234,1.97,77217.77,Yes
